T1,T2
8.3667,8.6667
12.167,12.483
13.733,13.9
15.283,15.75
29.317,29.633
34.4,34.833
42.183,42.6
46,46.4
47.8,48.033
51.733,51.967
53.75,54.1
64.533,64.7
66.4,66.7
73.15,73.483
79.9,80.383
81.283,81.567
82.9,83.317
84.25,84.467
85.483,85.667
104.92,105.4
108.4,108.75
110.63,110.98
114.77,115.02
117.72,118.08
119.28,119.63
129.82,130.1
145.25,145.65
146.43,146.85
148.02,148.25
158.97,159.18
160.95,161.37
162.98,163.43
166.22,166.58
178.15,178.6
179.98,180.4
181.95,182.35
183.13,183.6
185.87,186.08
186.87,187.1
190.73,191.08
196.05,196.33
196.1,196.33
201.32,201.67
202.95,203.28
206.87,207.13
207.73,208.02
210.78,210.95
213.62,213.9
220.03,220.4
221.17,221.5
227.83,228.22
231.75,232.12
233.37,233.7
234.57,234.98
236.9,237.32
241.67,241.85
242.85,243.1
244.1,244.33
250.95,251.22
254.9,255.33
274.37,274.72
279.12,279.27
283.37,283.73
286.17,286.6
291.6,291.97
295.77,296.12
297.12,297.35
