T1,T2
24.683,25.2
32.983,33.75
39.667,41.05
44.2,45.15
47.2,48.583
58.783,59.583
60.95,62.183
68.35,69.333
79.667,80.933
91.5,92.15
94.2,94.883
97.2,97.9
108.47,109.78
110.62,111.18
122.9,124.12
126.38,127.65
132.67,133.32
138.22,141.52
147.23,147.73
149.7,151.02
162.53,163.25
169.43,170.08
175.65,176.68
180.37,180.93
185.43,185.98
187.67,189.5
192.12,192.6
200.05,200.92
201.68,202.75
203.57,204.13
214.08,215
219.72,220.47
229.03,230.27
232.68,233.6
237.63,240.33
244.28,244.77
248.82,249.37
254.13,255.15
258.15,259.07
261.37,262.17
268.42,271.08
287.48,288.25
288.75,289.7
293.55,294.33
