T1,T2
4.4167,4.6833
11.033,11.283
17.383,17.833
20.45,20.883
25.233,25.717
26.917,27.117
33.833,34.25
53.1,53.467
55.433,55.7
57.333,57.567
63.983,64.367
66.433,66.883
69.883,70.133
70.6,70.95
85.5,85.817
99.767,100.07
100.6,101.07
103.87,104.15
113.28,113.72
117.38,117.7
119.7,120.13
129.68,129.97
133.47,133.82
143.53,143.78
146.5,146.85
152.83,153.3
157.32,157.67
161.57,161.78
181.33,181.57
192.82,193.2
196.47,196.73
215.13,215.6
216.78,217.17
218.83,219.05
244.97,245.3
253,253.38
263.07,263.48
272.47,272.8
275.53,275.83
294.78,295.13
