Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,Heading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red,G3_Red,G4_Red,G5_Red,G2_Green,G3_Green,G4_Green,G5_Green,G2_avg,G3_avg,G4_avg,G5_avg
0,-0.0126877526641173,0.0718394943022438,0.00187560842948679,-0.092186981175949,-0.0343779967132898,0.100574692438358,-2.91703275819465,-0.000157139880669395,-0.00896313427038233,-0.00280117199755634,0.0095680993253538,961.6382,1447.2126,1315.3954,807.2925,486.725,3226.9304,2987.73,946.9406,0.506141498954596,2.22975560052476,2.27135506175558,1.17298327433985
0.1,-0.0228213897155525,0.279181535599962,0.0325911660819681,-0.105246919146689,-0.0403883387523132,0.123753376702906,-2.46600867552369,0.00563805140506287,-0.0762795343888461,-0.0264197983527926,0.08303134771393,984.4828,1472.4443,1333.6451,817.378,531.0946,3342.2078,2959.5476,999.2522,0.539465595539099,2.26983648889129,2.21914180916647,1.22250929190656
0.2,0.0190258882557932,0.660636061759492,0.0624482958475312,-0.0350476608763131,-0.025994354884792,0.0837638731241985,-2.06270627967952,0.0514901732333168,-0.230206282286691,-0.0845252056650835,0.26576348821876,976.4996,1477.3898,1327.6665,822.1777,551.2955,3341.9309,3004.4504,924.6603,0.564562955274124,2.26205088189996,2.26295564435798,1.12464774950719
0.3,0.118996921613903,1.02318966204853,0.0604141778975307,0.0093897000776511,-0.00661733018688293,0.0687267291283313,-2.02008267455875,0.151680893762507,-0.358406235763332,-0.143647119457741,0.469260700893826,982.7869,1493.5022,1344.6776,812.1107,533.2769,3248.9304,2974.8665,929.6651,0.542617021044949,2.17537704330131,2.21232695480314,1.14475169456578
0.4,0.268164258807761,1.33766718954806,0.0608784062870606,0.0278584060932722,-0.00793693464286675,0.0751683476925279,-2.1516888400645,0.280106573367561,-0.410353965285027,-0.180906675855269,0.657930453089351,962.1166,1479.9894,1327.0425,839.6774,570.3778,3228.9409,2986.9302,900.9597,0.592836460778247,2.18173245024593,2.25081728731371,1.07298314805186
0.5,0.406221532645967,1.65386535333702,0.0581812431569659,0.01166569802109,-0.0154831916455678,0.0646017670619864,-2.27958900297866,0.416770998717001,-0.393718256607992,-0.206251956363355,0.831933900825097,972.0276,1478.5167,1343.8799,810.9576,647.6192,3208.0144,2921.7366,880.4716,0.666255978739698,2.16975188714473,2.17410543903514,1.08571841487151
0.6,0.598784733642143,1.9955264151827,0.0693404983199205,0.00238691093952006,-0.0112798977698118,0.0754519490406164,-2.31075082795995,0.555945223773207,-0.352873196573788,-0.232255567182917,0.986650808831237,989.3305,1477.5913,1346.7941,834.0984,656.3975,3171.1091,2894.0034,876.1887,0.663476462112509,2.1461341170593,2.14880908670449,1.05046203181783
0.7,0.88087654366978,2.33137206196329,0.0788639721143366,0.0178027776064037,-0.00923487064173877,0.0833268829158923,-2.3911858603159,0.703039304869466,-0.305932663944372,-0.250065897513898,1.13426238485841,966.8301,1477.5006,1341.7386,792.499,644.3201,3114.5952,2948.5349,888.082,0.666425362636103,2.10801619979038,2.19754794264695,1.12060961591119
0.8,1.22349267355318,2.69587326693267,0.0880024050048492,0.0180054670097421,-0.010740620663628,0.0922553228805796,-2.51153109693003,0.859835304911647,-0.243755133736808,-0.261456594997434,1.28167032963177,990.9453,1472.4989,1337.7513,817.0096,672.0935,3067.8657,2924.4224,904.568,0.678234711845346,2.08344176012627,2.18607330076973,1.10716936496217
0.9,1.61265000246162,3.03701600071582,0.0816042323672853,0.0133825405797232,-0.0106235113550664,0.0861176911807708,-2.60478182412546,1.02721256237843,-0.174676893992733,-0.2724936411275,1.43272721170833,991.6673,1478.0245,1332.0277,803.1442,680.5909,2957.4939,2995.0891,883.19,0.686309712945057,2.00097758866649,2.2485186306561,1.09966553951333
1,2.00006869211513,3.33259253482931,0.0869178686306679,0.0183296997889557,-0.0169462509376493,0.0942900174705014,-2.68648608886238,1.18868991669278,-0.10969129249214,-0.28313389925809,1.57453879365632,991.9139,1465.9672,1335.8716,815.8045,732.8729,2938.4717,2966.636,867.8537,0.738847293096709,2.0044593767173,2.22074935944443,1.06380106998674
1.1,2.46852243563729,3.68749255232466,0.0957008438526065,0.0277012343675913,-0.0288760843563815,0.107513110750777,-2.83101361421149,1.34761605219773,-0.0440712474928287,-0.30113983852322,1.71619625082494,1006.1781,1485.9661,1347.8607,812.7375,765.3808,2997.8975,2898.5552,852.1401,0.760681235260438,2.01747368260958,2.15048572897778,1.0484813362248
1.2,2.91411527719258,3.91402485970616,0.0788947800159127,0.014275722386,-0.00636576515099878,0.0873190851912259,-2.94545339902791,1.50316712906141,0.02607179896313,-0.332271923257903,1.86176155541935,980.2716,1465.451,1333.9609,814.175,749.7757,2900.2405,2861.9309,864.6077,0.76486526795227,1.97907708957857,2.14543837079483,1.06194331685448
1.3,3.3546398973079,4.02815487237539,0.0787769568376954,0.0123313849957973,-0.00836580628896556,0.0827541363425419,-3.01968670838155,1.63451860763976,0.0856227113799138,-0.350991361234131,1.98425294881223,974.3383,1451.5896,1340.2034,812.8182,739.085,2853.4578,2877.2126,893.0219,0.758550700511311,1.96574693012405,2.1468477098327,1.09867360253498
1.4,3.81342940560227,4.10485059044796,0.0846773393957602,0.0151617100724451,-0.00604449195592107,0.088569389018587,-1.69688170358916,1.74409078261994,0.13222774864973,-0.357429918574203,2.08051387815656,991.636,1447.8369,1336.7408,836.1182,665.5749,2744.3821,2835.6978,898.8647,0.671188722474779,1.89550501164876,2.12135202277061,1.07504501157851
1.5,4.34766767884404,4.22070642445047,0.0909050900917326,0.0112623392480283,-0.0189531393212995,0.0978582218369913,2.40199284230001,1.84571211619132,0.173014940089069,-0.362241264599745,2.16781617698123,958.734,1439.9332,1308.2877,819.0848,675.7888,2722.6436,2889.2512,958.5201,0.704876222184673,1.89081243491017,2.20842189374707,1.17023304546733
