T1,T2
0,10.517
11.233,16.7
17.65,18.75
19.3,20.3
20.883,21.85
25.6,32.783
33.317,37.567
38.267,39.017
39.617,40.267
44.967,46.817
47.917,49.617
50.167,50.783
54.25,61.683
62.2,65.25
65.9,66.283
66.933,71.383
71.933,72.283
75.75,82.417
82.983,83.883
84.5,87.3
89.367,95.167
96.283,97.65
98.583,98.617
100.28,103.57
104.25,105.57
107.22,110.7
115.28,119.4
119.9,122.4
123.15,124.65
125.17,125.35
126.15,128.85
129.57,131.25
133.5,134.05
140.27,143.95
144.75,145.07
146.23,150.68
151.72,155.7
158.55,158.6
159.88,159.92
161.27,166.62
168.1,175.33
175.9,177.25
177.77,181.33
182.12,185.83
186.4,187.18
188.75,193.7
194.28,194.32
194.83,195.32
200.15,204.87
205.43,207.58
211.63,230.4
230.93,233.08
233.77,234.35
235.02,238.4
238.95,240.43
241.22,248.95
250.07,258.5
259,259.53
264.37,271.58
272.3,274.17
274.98,281.67
286.17,287
287.83,293.18
293.72,296
296.55,299.87
