Stop,Start
1.727,2.5
6.727,7.2697
11.431,12.336
14.507,15.132
15.526,16.053
85.674,86.299
110.54,111.13
124.67,125.38
135.26,136.13
138.87,139.37
151.69,152.19
181.69,182.42
185.21,185.74
199.41,199.97
207.75,208.7
214.82,215.67
224.42,225.16
232.45,233.01
238.16,238.7
244.08,244.62
252.32,252.94
277.34,278.09
280.86,281.71
282.47,283.09
289.47,290.25
299.41,300.05
