T1,T2
15.367,15.6
17.967,18.267
25.033,25.35
31.583,32.017
39.083,39.317
39.75,40.1
42.883,43.183
43.767,44.033
46.117,46.467
50.267,50.55
53.7,54.167
56.3,56.55
68.583,68.983
69.833,70.117
74.183,74.417
75.05,75.417
76.067,76.5
78.717,79
83.117,83.45
96.383,96.567
97.733,98.2
109.7,109.98
116.25,116.67
117.18,117.47
118.22,118.55
120.92,121.2
123.43,123.73
131.57,131.95
134.6,135
136,136.28
137.7,138.05
140.72,140.95
149.15,149.53
152.28,152.52
155.95,156.22
157.55,157.8
161.25,161.58
163.95,164.17
166.7,166.95
179.95,180.3
181.18,181.48
182.75,183.13
184.5,184.87
187.32,187.48
188.87,189.03
189.52,189.78
190.72,191.02
193.08,193.33
198.42,198.8
206.58,206.88
207.65,207.95
213.23,213.48
213.85,214.17
215,215.27
216.98,217.4
228.18,228.62
230.58,230.92
231.52,231.87
234.38,234.78
240.67,240.98
242.18,242.42
243.48,243.65
244.58,245.02
246.07,246.27
247,247.23
248.33,248.57
251.85,252.2
253.65,254.1
258.98,259.4
261.37,261.7
262.8,263.12
276.92,277.2
283.5,283.95
285.12,285.37
287.9,288.18
294.18,294.48
