T1,T2
1.6333,2.2167
2.25,2.75
6.25,9.85
12.417,13.55
19.55,22.583
27.2,28.283
31.45,34.65
38.533,39.383
39.417,41.117
45.033,49.133
62.783,63.3
63.333,66.383
68.783,71.25
76.45,77.4
77.433,78.017
82.567,85.633
88.4,89.85
89.883,91.15
93.817,94.867
99.033,101.27
104.87,109.08
110.82,111.7
116.08,117.4
120.7,123.35
126.3,127.17
127.2,128.75
139.45,140.27
140.98,142.27
144.57,145.18
147.47,149.25
152.45,153.75
153.85,154.92
158.55,161.13
163.07,164.72
164.75,165.23
168.43,169.8
171.68,172.27
172.3,175.87
179.35,182.13
184.73,186.53
189.83,191.42
191.52,192.52
195.27,196.17
196.65,198.4
201.53,202.22
202.25,205.25
207.75,210.85
212.35,213.07
214.18,217.67
221.32,224.97
228.13,228.88
228.92,230.42
235.08,235.93
235.97,238.9
242.23,242.95
243.23,244.37
246.63,249.25
251.73,252.22
255.37,256.77
259.47,260.13
260.17,262.13
264.57,267.87
270.02,273.73
276.8,279.55
282.8,284.85
288.08,288.63
289.05,289.87
290.1,290.67
293.57,294.62
297.17,297.92
