T1,T2
5.3333,5.7
7.9333,8.1667
13.067,13.5
16,16.483
22.967,23.3
24.517,24.933
29.767,30.25
33.117,33.333
44.75,45
46.367,46.75
48.683,49.083
50.4,50.767
51.933,52.217
65.167,65.367
66.6,66.983
68.433,68.717
71.583,71.883
74.067,74.45
75.617,76.067
77.967,78.317
80.017,80.233
86.5,86.75
102.7,103.05
106.25,106.6
107.87,108.28
109.4,109.88
114.6,115.08
129.22,129.52
134.57,135.05
139.67,140
146.03,146.27
151,151.45
156.57,156.78
163.48,163.67
165.85,166.3
176.47,176.78
179.35,179.75
187.6,187.82
189.72,190.13
194.5,194.85
198.75,199.02
204.97,205.33
211.97,212.3
214.37,214.62
215.53,215.93
220.37,220.63
222.4,222.68
228.03,228.35
230.08,230.5
235.25,235.57
236.52,236.97
242,242.37
245.52,245.82
247.78,248.12
249.3,249.77
250.95,251.15
252.03,252.25
253.35,253.73
257.3,257.58
262.32,262.57
265.1,265.5
272.1,272.38
283.18,283.5
289.48,289.7
297,297.3
298,298.3
