T1,T2
2.9,3.6833
16.6,17.633
18.617,19.3
23.55,24.067
30.35,31.55
39.733,41.333
48.467,49.05
53.967,54.733
57.567,58.917
69.617,70.35
75.583,77
82.2,82.75
84.917,85.483
91.05,92.183
100.82,102.2
107.97,109.07
114.42,117.55
127.1,128.75
136.97,137.87
147.6,148.2
152.67,153.27
156.08,156.9
163.03,163.57
168.4,169.8
178.27,179.8
190.92,191.8
195.45,196.55
203.28,204.55
206.15,208.27
208.3,209.18
223.93,224.47
226.52,227.2
228.37,229.63
234.52,235.6
238.88,239.45
241.97,242.83
253.35,254.1
257.7,258.18
267.12,267.87
272.7,273.7
279.08,279.75
284.83,286.05
288.65,291.13
298.37,298.9
